App ID,Game Name,Playtime (Hours),Achievement API Name,Achievement Display Name,Description,Achieved (1=Yes),Unlock Time (UTC)
244210,Assetto Corsa,1.17,SPECIAL_EVENT_122_2,Beat the Champions! : Gold,Ferrari SF15-T @ Red Bull Ring GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_122_3,Beat the Champions! : Golden Glory,Ferrari SF15-T @ Red Bull Ring GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_123_0,Modern Vintage : Bronze,Ferrari F138 @ Nurburgring GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_123_1,Modern Vintage : Silver,Ferrari F138 @ Nurburgring GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_123_2,Modern Vintage : Gold,Ferrari F138 @ Nurburgring GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_123_3,Modern Vintage : Golden Glory,Ferrari F138 @ Nurburgring GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_124_0,Red Turbo : Bronze,Ferrari 488 GT3 @ Vallelunga Extended,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_124_1,Red Turbo : Silver,Ferrari 488 GT3 @ Vallelunga Extended,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_124_2,Red Turbo : Gold,Ferrari 488 GT3 @ Vallelunga Extended,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_124_3,Red Turbo : Golden Glory,Ferrari 488 GT3 @ Vallelunga Extended,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_125_0,Unusual Sounds : Bronze,Ferrari 488 GT3 @ Mugello,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_125_1,Unusual Sounds : Silver,Ferrari 488 GT3 @ Mugello,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_125_2,Unusual Sounds : Gold,Ferrari 488 GT3 @ Mugello,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_126_0,Twins : Bronze,Lamborghini Aventador SV @ Red Bull Ring GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_126_1,Twins : Silver,Lamborghini Aventador SV @ Red Bull Ring GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_126_2,Twins : Gold,Lamborghini Aventador SV @ Red Bull Ring GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_127_0,Up and Down : Bronze,Maserati 250f 12cyl @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_127_1,Up and Down : Silver,Maserati 250f 12cyl @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_127_2,Up and Down : Gold,Maserati 250f 12cyl @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_128_0,Source of Pleasure : Bronze,Maserati 250f 6cyl @ Magione,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_128_1,Source of Pleasure : Silver,Maserati 250f 6cyl @ Magione,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_128_2,Source of Pleasure : Gold,Maserati 250f 6cyl @ Magione,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_129_0,True Story : Bronze,Maserati GranTurismo MC GT4 @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_129_1,True Story : Silver,Maserati GranTurismo MC GT4 @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_129_2,True Story : Gold,Maserati GranTurismo MC GT4 @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_130_0,Master of Turbo : Bronze,Porsche 917/30 @ Silverstone 1967,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_130_1,Master of Turbo : Silver,Porsche 917/30 @ Silverstone 1967,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_130_2,Master of Turbo : Gold,Porsche 917/30 @ Silverstone 1967,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_131_0,Smart technology : Bronze,Porsche 918 @ Barcelona GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_131_1,Smart technology : Silver,Porsche 918 @ Barcelona GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_131_2,Smart technology : Gold,Porsche 918 @ Barcelona GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_131_3,Smart technology : Golden Glory,Porsche 918 @ Barcelona GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_132_0,"Yes, it fits! : Bronze",Porsche 918 @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_132_1,"Yes, it fits! : Silver",Porsche 918 @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_132_2,"Yes, it fits! : Gold",Porsche 918 @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_133_0,Long-tailed Monster : Bronze,Porsche 935/78 @ Monza,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_133_1,Long-tailed Monster : Silver,Porsche 935/78 @ Monza,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_133_2,Long-tailed Monster : Gold,Porsche 935/78 @ Monza,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_134_0,Into the canyon : Bronze,Porsche 911 Carrera S @ Black Cat County,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_134_1,Into the canyon : Silver,Porsche 911 Carrera S @ Black Cat County,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_134_2,Into the canyon : Gold,Porsche 911 Carrera S @ Black Cat County,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_134_3,Into the canyon : Golden Glory,Porsche 911 Carrera S @ Black Cat County,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_135_0,Legacy : Bronze,Porsche 911 Carrera S @ Imola,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_135_1,Legacy : Silver,Porsche 911 Carrera S @ Imola,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_135_2,Legacy : Gold,Porsche 911 Carrera S @ Imola,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_136_0,Sideways Cayman : Bronze,Porsche 718 Cayman S @ Vallelunga Club ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_136_1,Sideways Cayman : Silver,Porsche 718 Cayman S @ Vallelunga Club ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_136_2,Sideways Cayman : Gold,Porsche 718 Cayman S @ Vallelunga Club ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_137_0,Take a ride : Bronze,Porsche 718 Cayman S @ Vallelunga Extended,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_137_1,Take a ride : Silver,Porsche 718 Cayman S @ Vallelunga Extended,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_137_2,Take a ride : Gold,Porsche 718 Cayman S @ Vallelunga Extended,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_138_0,Harsh rivality : Bronze,Porsche Cayman GT4 Clubsport @ Mugello,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_138_1,Harsh rivality : Silver,Porsche Cayman GT4 Clubsport @ Mugello,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_138_2,Harsh rivality : Gold,Porsche Cayman GT4 Clubsport @ Mugello,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_138_3,Harsh rivality : Golden Glory,Porsche Cayman GT4 Clubsport @ Mugello,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_139_0,Edge of limit : Bronze,Porsche Cayman GT4 Clubsport @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_139_1,Edge of limit : Silver,Porsche Cayman GT4 Clubsport @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_139_2,Edge of limit : Gold,Porsche Cayman GT4 Clubsport @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_140_0,Unexpected Truths : Bronze,Porsche Panamera G2 @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_140_1,Unexpected Truths : Silver,Porsche Panamera G2 @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_140_2,Unexpected Truths : Gold,Porsche Panamera G2 @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_141_0,Total Domination : Bronze,Porsche 911 Carrera RSR @ Monza 66 ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_141_1,Total Domination : Silver,Porsche 911 Carrera RSR @ Monza 66 ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_141_2,Total Domination : Gold,Porsche 911 Carrera RSR @ Monza 66 ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_141_3,Total Domination : Golden Glory,Porsche 911 Carrera RSR @ Monza 66 ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_142_0,Noteworthy years : Bronze,Porsche 911 Carrera RSR @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_142_1,Noteworthy years : Silver,Porsche 911 Carrera RSR @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_142_2,Noteworthy years : Gold,Porsche 911 Carrera RSR @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_143_0,Chimera : Bronze,Porsche 919 Hybrid (2015) @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_143_1,Chimera : Silver,Porsche 919 Hybrid (2015) @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_143_2,Chimera : Gold,Porsche 919 Hybrid (2015) @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_144_0,Short Fuse : Bronze,Porsche 962c Short Tail @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_144_1,Short Fuse : Silver,Porsche 962c Short Tail @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_144_2,Short Fuse : Gold,Porsche 962c Short Tail @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_145_0,Sands of time : Bronze,Porsche 962c Long Tail @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_145_1,Sands of time : Silver,Porsche 962c Long Tail @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_145_2,Sands of time : Gold,Porsche 962c Long Tail @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_146_0,Smell of rubber : Bronze,Porsche 718 Boxster S @Magione ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_146_1,Smell of rubber : Silver,Porsche 718 Boxster S @Magione ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_146_2,Smell of rubber : Gold,Porsche 718 Boxster S @Magione ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_147_0,"Child, fasten your seatbelt! : Bronze",Porsche Cayenne @ Imola ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_147_1,"Child, fasten your seatbelt! : Silver",Porsche Cayenne @ Imola ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_147_2,"Child, fasten your seatbelt! : Gold",Porsche Cayenne @ Imola ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_147_3,"Child, fasten the belt! : Golden Glory",Porsche Cayenne @ Imola ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_148_0,Roots : Bronze,Porsche 718 Spyder RS @ Silverstone 1967,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_148_1,Roots : Silver,Porsche 718 Spyder RS @ Silverstone 1967,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_148_2,Roots : Gold,Porsche 718 Spyder RS @ Silverstone 1967,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_149_1,Meet the Champion : Silver,Porsche 911 GT1 (1998) @ Nurburgring,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_149_0,Meet the Champion : Bronze,Porsche 911 GT1 (1998) @ Nurburgring,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_149_2,Meet the Champion : Gold,Porsche 911 GT1 (1998) @ Nurburgring,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_150_0,Rule Bender : Bronze,Porsche 911 GT1 (1998) @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_150_1,Rule Bender : Silver,Porsche 911 GT1 (1998) @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_150_2,Rule Bender : Gold,Porsche 911 GT1 (1998) @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_150_3,Rule Bender : Golden Glory,Porsche 911 GT1 (1998) @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_151_0,Take a bite : Bronze,Porsche Cayman GT4 @ Silverstone International ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_151_1,Take a bite : Silver,Porsche Cayman GT4 @ Silverstone International ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_151_2,Take a bite : Gold,Porsche Cayman GT4 @ Silverstone International ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_152_0,Driving responsibly : Bronze,Porsche 718 Boxster S PDK @ Nurburgring Sprint,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_152_1,Driving responsibly : Silver,Porsche 718 Boxster S PDK @ Nurburgring Sprint,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_152_2,Driving responsibly : Gold,Porsche 718 Boxster S PDK @ Nurburgring Sprint,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_153_0,Team Rivalry : Bronze,Porsche 919 Hybrid (2015)  @ Monza,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_153_1,Team Rivalry : Silver,Porsche 919 Hybrid (2015)  @ Monza,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_153_2,Team Rivalry : Gold,Porsche 919 Hybrid (2015)  @ Monza,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_153_3,Team Rivalry : Golden Glory,Porsche 919 Hybrid (2015)  @ Monza,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_154_0,Flat Sixes : Bronze,Porsche 911 GT3 RS @ Barcelona Moto,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_154_1,Flat Sixes : Silver,Porsche 911 GT3 RS @ Barcelona Moto,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_154_2,Flat Sixes : Gold,Porsche 911 GT3 RS @ Barcelona Moto,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_154_3,Flat Sixes : Golden Glory,Porsche 911 GT3 RS @ Barcelona Moto,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_155_0,Benchmark : Bronze,Porsche 911 GT3 RS @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_155_1,Benchmark : Silver,Porsche 911 GT3 RS @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_155_2,Benchmark : Gold,Porsche 911 GT3 RS @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_156_0,Flat Out in the Flat 8 : Bronze,Porsche 908 LH @ Brands Hatch,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_156_1,Flat Out in the Flat 8 : Silver,Porsche 908 LH @ Brands Hatch,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_156_2,Flat Out in the Flat 8 : Gold,Porsche 908 LH @ Brands Hatch,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_157_0,Freedom : Bronze,Porsche 911 R @ Black Cat County,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_157_1,Freedom : Silver,Porsche 911 R @ Black Cat County,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_157_2,Freedom : Gold,Porsche 911 R @ Black Cat County,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_158_0,A Day to Remember : Bronze,Porsche 911 R @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_158_1,A Day to Remember : Silver,Porsche 911 R @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_158_2,A Day to Remember : Gold,Porsche 911 R @ Nordschleife,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_159_0,A Star Is Born : Bronze,Porsche 917 K @ Nordschleife Endurance,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_159_1,A Star Is Born : Silver,Porsche 917 K @ Nordschleife Endurance,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_159_2,A Star Is Born : Gold,Porsche 917 K @ Nordschleife Endurance,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_160_0,Italian Ring : Bronze,Porsche 917 K vs Porsche 908 and Ford GT40 @ Monza 66 Full,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_160_1,Italian Ring : Silver,Porsche 917 K vs Porsche 908 and Ford GT40 @ Monza 66 Full,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_160_2,Italian Ring : Gold,Porsche 917 K vs Porsche 908 and Ford GT40 @ Monza 66 Full,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_160_3,Italian Ring : Golden Glory,Porsche 917 K vs Porsche 908 and Ford GT40 @ Monza 66 Full,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_161_0,Finally 18! : Bronze,Porsche 919 Hybrid 2016 @ Nurburgring,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_161_1,Finally 18! : Silver,Porsche 919 Hybrid 2016 @ Nurburgring,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_161_2,Finally 18! : Gold,Porsche 919 Hybrid 2016 @ Nurburgring,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_162_0,New Generation : Bronze,Porsche 911 GT3 Cup @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_162_1,New Generation : Silver,Porsche 911 GT3 Cup @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_162_2,New Generation : Gold,Porsche 911 GT3 Cup @ Zandvoort,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_163_0,German Studs : Bronze,Porsche 911 GT3 Cup @ Brands Hatch,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_163_1,German Studs : Silver,Porsche 911 GT3 Cup @ Brands Hatch,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_163_2,German Studs : Gold,Porsche 911 GT3 Cup @ Brands Hatch,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_163_3,German Studs : Golden Glory,Porsche 911 GT3 Cup @ Brands Hatch,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_164_0,Ready for the Party : Bronze,Porsche 911 GT3 R @ Barcelona GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_164_1,Ready for the Party : Silver,Porsche 911 GT3 R @ Barcelona GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_164_2,Ready for the Party : Gold,Porsche 911 GT3 R @ Barcelona GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_165_0,I Know You Missed Me! : Bronze,Porsche 911 GT3 R vs GT3 @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_165_1,I Know You Missed Me! : Silver,Porsche 911 GT3 R vs GT3 @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_165_2,I Know You Missed Me! : Gold,Porsche 911 GT3 R vs GT3 @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_165_3,I Know You Missed Me! : Golden Glory,Porsche 911 GT3 R vs GT3 @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_166_0,Extra Power : Bronze,Porsche 911 Turbo S @ Vallelunga,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_166_1,Extra Power : Silver,Porsche 911 Turbo S @ Vallelunga,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_166_2,Extra Power : Gold,Porsche 911 Turbo S @ Vallelunga,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_167_0,Step Aside : Bronze,Porsche 911 Turbo S vs Roadcars @ Mugello ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_167_1,Step Aside : Silver,Porsche 911 Turbo S vs Roadcars @ Mugello ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_167_2,Step Aside : Gold,Porsche 911 Turbo S vs Roadcars @ Mugello ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_167_3,Step Aside : Golden Glory,Porsche 911 Turbo S vs Roadcars @ Mugello ,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_168_0,Stay Focused : Bronze,BMW M3 E30 S1 @ Highlands Short,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_168_1,Stay Focused : Silver,BMW M3 E30 S1 @ Highlands Short,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_168_2,Stay Focused : Gold,BMW M3 E30 S1 @ Highlands Short,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_168_3,Stay Focused : Golden Glory,BMW M3 E30 S1 @ Highlands Short,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_169_0,Crazy Run : Bronze,BMW M3 E92 Drift @ Highlands Drift,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_169_1,Crazy Run : Silver,BMW M3 E92 Drift @ Highlands Drift,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_169_2,Crazy Run : Gold,BMW M3 E92 Drift @ Highlands Drift,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_170_0,King of the Hill : Bronze,Audi Quattro S1 E2 @ Highlands,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_170_1,King of the Hill : Silver,Audi Quattro S1 E2 @ Highlands,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_170_2,King of the Hill : Gold,Audi Quattro S1 E2 @ Highlands,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_171_0,Hold on Tight : Bronze,Lotus 49 @ Highlands,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_171_1,Hold on Tight : Silver,Lotus 49 @ Highlands,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_171_2,Hold on Tight : Gold,Lotus 49 @ Highlands,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_171_3,Hold on Tight : Golden Glory,Lotus 49 @ Highlands,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_172_0,This is no hoax : Bronze,McLaren MP412C @ Highlands Long,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_172_1,This is no hoax : Silver,McLaren MP412C @ Highlands Long,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_172_2,This is no hoax : Gold,McLaren MP412C @ Highlands Long,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_173_0,Chasing the Wind : Bronze,Pagani Huayra against Supercars @ Highlands Long,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_173_1,Chasing the Wind : Silver,Pagani Huayra against Supercars @ Highlands Long,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_173_2,Chasing the Wind : Gold,Pagani Huayra against Supercars @ Highlands Long,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_173_3,Chasing the Wind : Golden Glory,Pagani Huayra against Supercars @ Highlands Long,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_174_0,Joyful Parade : Bronze,Mazda MX-5 NA @ Nurburgring Sprint,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_174_1,Joyful Parade : Silver,Mazda MX-5 NA @ Nurburgring Sprint,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_174_2,Joyful Parade : Gold,Mazda MX-5 NA @ Nurburgring Sprint,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_174_3,Joyful Parade : Golden Glory,Mazda MX-5 NA @ Nurburgring Sprint,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_175_0,Last Stand : Bronze,Mazda 787B @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_175_1,Last Stand : Silver,Mazda 787B @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_175_2,Last Stand : Gold,Mazda 787B @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_176_0,Revolution : Bronze,Porsche 911 RSR @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_176_1,Revolution : Silver,Porsche 911 RSR @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_176_2,Revolution : Gold,Porsche 911 RSR @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_177_0,Hybrid Battle : Bronze,Toyota TS040 against LMP1s and GT2s @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_177_1,Hybrid Battle : Silver,Toyota TS040 against LMP1s and GT2s @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_177_2,Hybrid Battle : Gold,Toyota TS040 against LMP1s and GT2s @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_177_3,Hybrid Battle : Golden Glory,Toyota TS040 against LMP1s and GT2s @ Silverstone GP,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_178_0,Experience Lotus : Bronze,Lotus 3-Eleven @ Brands Hatch Indy,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_178_1,Experience Lotus : Silver,Lotus 3-Eleven @ Brands Hatch Indy,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_178_2,Experience Lotus : Gold,Lotus 3-Eleven @ Brands Hatch Indy,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_179_0,For The Drive : Bronze,McLaren 570s @ Imola,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_179_1,For The Drive : Silver,McLaren 570s @ Imola,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_179_2,For The Drive : Gold,McLaren 570s @ Imola,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_180_0,Natural Goal : Bronze,Audi TT (VLN) @ Nordschleife Endurance Cup,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_180_1,Natural Goal : Silver,Audi TT (VLN) @ Nordschleife Endurance Cup,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_180_2,Natural Goal : Gold,Audi TT (VLN) @ Nordschleife Endurance Cup,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_180_3,Natural Goal : Golden Glory,Audi TT (VLN) @ Nordschleife Endurance Cup,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_181_0,Recalling : Bronze,Toyota Celica ST185 @ Highlands Drift,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_181_1,Recalling : Silver,Toyota Celica ST185 @ Highlands Drift,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_181_2,Recalling : Gold,Toyota Celica ST185 @ Highlands Drift,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_183_0,The Fastest One : Bronze,Maserati MC12 GT1 @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_183_1,The Fastest One : Silver,Maserati MC12 GT1 @ Spa,0,
244210,Assetto Corsa,1.17,SPECIAL_EVENT_183_2,The Fastest One : Gold,Maserati MC12 GT1 @ Spa,0,
